tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
2025-03-24_Girona CH_2025-2855-355,Girona CH,Clay,32,C,20250324,2025-2855-355,133975,,,Benjamin Hassan,R,183.0,LBN,30.1,207686,,,Alexander Shevchenko,R,185.0,KAZ,24.3,6-4 1-6 6-4,3,R32,112.0,3.0,2.0,94.0,53.0,30.0,23.0,13.0,3.0,7.0,0.0,3.0,86.0,54.0,36.0,17.0,14.0,7.0,11.0,207.0,98.0
2025-03-24_Girona CH_2025-2855-356,Girona CH,Clay,32,C,20250324,2025-2855-356,200259,,,Ugo Blanchet,R,175.0,FRA,26.2,105477,,,Marco Trungelliti,R,178.0,ARG,35.1,3-6 6-1 6-2,3,R32,104.0,3.0,8.0,77.0,38.0,29.0,15.0,12.0,6.0,10.0,1.0,2.0,63.0,37.0,20.0,9.0,12.0,4.0,11.0,158.0,164.0
2025-03-24_Girona CH_2025-2855-357,Girona CH,Clay,32,C,20250324,2025-2855-357,149282,,,Nicolai Budkov Kjaer,R,188.0,NOR,18.6,211514,,,Justin Engel,U,,GER,17.5,6-4 3-6 7-6(5),3,R32,167.0,3.0,3.0,115.0,72.0,47.0,22.0,16.0,7.0,11.0,3.0,3.0,112.0,71.0,46.0,22.0,15.0,10.0,13.0,306.0,353.0
2025-03-24_Girona CH_2025-2855-358,Girona CH,Clay,32,C,20250324,2025-2855-358,209284,,,Elmer Moller,R,183.0,DEN,21.7,105948,,,Federico Coria,R,180.0,ARG,33.0,7-6(4) 6-2,3,R32,95.0,3.0,3.0,64.0,43.0,30.0,10.0,10.0,5.0,8.0,3.0,1.0,72.0,36.0,22.0,15.0,10.0,4.0,9.0,156.0,124.0
2025-03-24_Girona CH_2025-2855-359,Girona CH,Clay,32,C,20250324,2025-2855-359,207608,,,Timofey Skatov,R,175.0,KAZ,24.2,106198,,,Hugo Dellien,R,180.0,BOL,31.8,6-1 6-3,3,R32,81.0,2.0,1.0,52.0,37.0,28.0,9.0,8.0,2.0,2.0,3.0,2.0,56.0,42.0,22.0,6.0,8.0,5.0,9.0,175.0,103.0
2025-03-24_Girona CH_2025-2855-360,Girona CH,Clay,32,C,20250324,2025-2855-360,105430,,,Radu Albot,R,175.0,MDA,35.4,105077,,,Albert Ramos,L,188.0,ESP,37.2,4-6 6-3 6-4,3,R32,144.0,0.0,5.0,90.0,58.0,40.0,15.0,15.0,7.0,11.0,6.0,2.0,96.0,59.0,39.0,15.0,14.0,4.0,9.0,189.0,225.0
2025-03-24_Girona CH_2025-2855-361,Girona CH,Clay,32,C,20250324,2025-2855-361,208279,,,Alejandro Moro Canas,R,183.0,ESP,24.3,123828,,,Jan Choinski,R,196.0,GBR,28.8,6-3 6-4,3,R32,85.0,4.0,2.0,54.0,38.0,32.0,10.0,10.0,0.0,0.0,4.0,1.0,67.0,53.0,33.0,7.0,9.0,4.0,6.0,153.0,178.0
2025-03-24_Girona CH_2025-2855-362,Girona CH,Clay,32,C,20250324,2025-2855-362,105583,,,Dusan Lajovic,R,183.0,SRB,34.7,202260,,,Henri Squire,R,196.0,GER,24.5,6-4 7-5,3,R32,80.0,1.0,1.0,57.0,38.0,27.0,13.0,11.0,2.0,4.0,3.0,4.0,70.0,45.0,29.0,10.0,11.0,3.0,7.0,108.0,208.0
2025-03-24_Girona CH_2025-2855-363,Girona CH,Clay,32,C,20250324,2025-2855-363,124116,,,Sebastian Ofner,R,191.0,AUT,28.9,207678,,,Juan Manuel Cerundolo,L,183.0,ARG,23.4,7-6(4) 6-4,3,R32,115.0,3.0,2.0,98.0,49.0,33.0,23.0,11.0,9.0,12.0,1.0,0.0,64.0,38.0,21.0,16.0,11.0,3.0,7.0,131.0,126.0
2025-03-24_Girona CH_2025-2855-364,Girona CH,Clay,32,C,20250324,2025-2855-364,209903,,,Lukas Neumayer,R,183.0,AUT,22.5,210012,,,Henrique Rocha,R,180.0,POR,21.0,6-4 6-2,3,R32,83.0,0.0,1.0,59.0,40.0,27.0,12.0,9.0,8.0,9.0,3.0,7.0,58.0,33.0,20.0,11.0,9.0,3.0,7.0,209.0,161.0
2025-03-24_Girona CH_2025-2855-365,Girona CH,Clay,32,C,20250324,2025-2855-365,209209,,,Filip Misolic,R,180.0,AUT,23.6,126523,,,Bernabe Zapata Miralles,R,183.0,ESP,28.2,6-3 6-3,3,R32,74.0,2.0,0.0,56.0,37.0,25.0,13.0,9.0,4.0,5.0,2.0,1.0,53.0,37.0,25.0,2.0,9.0,2.0,6.0,246.0,334.0
2025-03-24_Girona CH_2025-2855-366,Girona CH,Clay,32,C,20250324,2025-2855-366,207411,,,Jesper De Jong,R,180.0,NED,24.8,208169,,,Titouan Droguet,R,191.0,FRA,23.8,6-3 6-2,3,R32,100.0,1.0,1.0,67.0,41.0,30.0,14.0,9.0,3.0,3.0,6.0,3.0,62.0,31.0,22.0,12.0,8.0,4.0,7.0,105.0,212.0
2025-03-24_Girona CH_2025-2855-367,Girona CH,Clay,32,C,20250324,2025-2855-367,105807,,,Pablo Carreno Busta,R,188.0,ESP,33.7,106398,,,Pedro Cachin,R,185.0,ARG,29.9,6-1 6-3,3,R32,79.0,1.0,2.0,53.0,36.0,27.0,10.0,8.0,3.0,3.0,1.0,2.0,66.0,47.0,28.0,6.0,8.0,4.0,8.0,109.0,286.0
2025-03-24_Girona CH_2025-2855-368,Girona CH,Clay,32,C,20250324,2025-2855-368,210721,,,Iliyan Radulov,R,187.0,BUL,19.8,212021,,,Martin Landaluce,R,191.0,ESP,19.2,6-3 7-5,3,R32,103.0,2.0,1.0,67.0,38.0,27.0,16.0,10.0,2.0,3.0,2.0,2.0,71.0,41.0,25.0,15.0,11.0,10.0,14.0,537.0,146.0
2025-03-24_Girona CH_2025-2855-369,Girona CH,Clay,32,C,20250324,2025-2855-369,105227,,,Marin Cilic,R,198.0,CRO,36.5,126535,,,Carlos Taberner,R,183.0,ESP,27.6,6-4 6-3,3,R32,97.0,5.0,1.0,55.0,28.0,19.0,17.0,10.0,2.0,4.0,0.0,2.0,54.0,38.0,18.0,9.0,9.0,3.0,7.0,143.0,170.0
2025-03-24_Girona CH_2025-2855-370,Girona CH,Clay,32,C,20250324,2025-2855-370,105916,,,Marton Fucsovics,R,188.0,HUN,33.1,209147,,,Vilius Gaubas,R,178.0,LTU,20.2,6-3 6-2,3,R32,83.0,1.0,1.0,51.0,36.0,23.0,12.0,9.0,2.0,3.0,2.0,1.0,54.0,39.0,24.0,4.0,8.0,2.0,6.0,90.0,194.0
2025-03-24_Girona CH_2025-2855-371,Girona CH,Clay,32,C,20250324,2025-2855-371,133975,,,Benjamin Hassan,R,183.0,LBN,30.1,200259,,,Ugo Blanchet,R,175.0,FRA,26.2,6-7(5) 6-0 6-3,3,R16,123.0,5.0,0.0,85.0,50.0,33.0,17.0,14.0,1.0,6.0,3.0,5.0,100.0,54.0,29.0,18.0,13.0,9.0,18.0,207.0,158.0
2025-03-24_Girona CH_2025-2855-372,Girona CH,Clay,32,C,20250324,2025-2855-372,209284,,,Elmer Moller,R,183.0,DEN,21.7,149282,,,Nicolai Budkov Kjaer,R,188.0,NOR,18.6,6-4 6-0,3,R16,67.0,0.0,2.0,46.0,31.0,22.0,9.0,8.0,2.0,3.0,2.0,3.0,58.0,42.0,21.0,5.0,8.0,4.0,9.0,156.0,306.0
2025-03-24_Girona CH_2025-2855-373,Girona CH,Clay,32,C,20250324,2025-2855-373,207608,,,Timofey Skatov,R,175.0,KAZ,24.2,105430,,,Radu Albot,R,175.0,MDA,35.4,6-4 3-6 7-6(3),3,R16,215.0,2.0,1.0,112.0,81.0,56.0,12.0,16.0,7.0,11.0,0.0,6.0,131.0,92.0,59.0,16.0,15.0,13.0,16.0,175.0,189.0
2025-03-24_Girona CH_2025-2855-374,Girona CH,Clay,32,C,20250324,2025-2855-374,105583,,,Dusan Lajovic,R,183.0,SRB,34.7,208279,,,Alejandro Moro Canas,R,183.0,ESP,24.3,6-2 6-2,3,R16,68.0,0.0,1.0,47.0,29.0,25.0,9.0,8.0,4.0,4.0,1.0,0.0,50.0,37.0,19.0,6.0,8.0,8.0,12.0,108.0,153.0
2025-03-24_Girona CH_2025-2855-375,Girona CH,Clay,32,C,20250324,2025-2855-375,124116,,,Sebastian Ofner,R,191.0,AUT,28.9,209903,,,Lukas Neumayer,R,183.0,AUT,22.5,4-6 6-2 6-2,3,R16,116.0,13.0,3.0,79.0,45.0,35.0,12.0,13.0,3.0,7.0,1.0,1.0,97.0,54.0,27.0,21.0,13.0,12.0,19.0,131.0,209.0
2025-03-24_Girona CH_2025-2855-376,Girona CH,Clay,32,C,20250324,2025-2855-376,207411,,,Jesper De Jong,R,180.0,NED,24.8,209209,,,Filip Misolic,R,180.0,AUT,23.6,6-3 6-1,3,R16,70.0,3.0,1.0,45.0,31.0,24.0,9.0,8.0,1.0,1.0,0.0,0.0,48.0,34.0,20.0,6.0,8.0,1.0,5.0,105.0,246.0
2025-03-24_Girona CH_2025-2855-377,Girona CH,Clay,32,C,20250324,2025-2855-377,105807,,,Pablo Carreno Busta,R,188.0,ESP,33.7,210721,,,Iliyan Radulov,R,187.0,BUL,19.8,6-2 5-7 7-6(4),3,R16,200.0,8.0,2.0,91.0,62.0,48.0,15.0,16.0,2.0,5.0,2.0,3.0,151.0,95.0,56.0,26.0,16.0,14.0,18.0,109.0,537.0
2025-03-24_Girona CH_2025-2855-378,Girona CH,Clay,32,C,20250324,2025-2855-378,105227,,,Marin Cilic,R,198.0,CRO,36.5,105916,,,Marton Fucsovics,R,188.0,HUN,33.1,6-7(5) 7-6(4) 6-2,3,R16,172.0,6.0,2.0,114.0,70.0,46.0,26.0,16.0,5.0,8.0,1.0,4.0,106.0,69.0,43.0,18.0,16.0,5.0,10.0,143.0,90.0
2025-03-24_Girona CH_2025-2855-379,Girona CH,Clay,32,C,20250324,2025-2855-379,209284,,,Elmer Moller,R,183.0,DEN,21.7,133975,,,Benjamin Hassan,R,183.0,LBN,30.1,6-3 7-6(3),3,QF,111.0,5.0,4.0,100.0,56.0,38.0,22.0,10.0,8.0,9.0,3.0,1.0,82.0,42.0,26.0,19.0,11.0,6.0,9.0,156.0,207.0
2025-03-24_Girona CH_2025-2855-380,Girona CH,Clay,32,C,20250324,2025-2855-380,105583,,,Dusan Lajovic,R,183.0,SRB,34.7,207608,,,Timofey Skatov,R,175.0,KAZ,24.2,6-2 6-4,3,QF,91.0,4.0,3.0,54.0,34.0,26.0,12.0,9.0,0.0,0.0,0.0,2.0,56.0,36.0,19.0,13.0,9.0,5.0,8.0,108.0,175.0
2025-03-24_Girona CH_2025-2855-381,Girona CH,Clay,32,C,20250324,2025-2855-381,207411,,,Jesper De Jong,R,180.0,NED,24.8,124116,,,Sebastian Ofner,R,191.0,AUT,28.9,4-6 6-1 7-5,3,QF,138.0,5.0,2.0,91.0,53.0,42.0,17.0,15.0,5.0,8.0,3.0,5.0,90.0,49.0,29.0,21.0,14.0,6.0,11.0,105.0,131.0
2025-03-24_Girona CH_2025-2855-382,Girona CH,Clay,32,C,20250324,2025-2855-382,105227,,,Marin Cilic,R,198.0,CRO,36.5,105807,,,Pablo Carreno Busta,R,188.0,ESP,33.7,6-2 6-4,3,QF,107.0,5.0,4.0,83.0,39.0,28.0,23.0,9.0,9.0,10.0,1.0,3.0,59.0,29.0,16.0,15.0,9.0,2.0,6.0,143.0,109.0
2025-03-24_Girona CH_2025-2855-383,Girona CH,Clay,32,C,20250324,2025-2855-383,209284,,,Elmer Moller,R,183.0,DEN,21.7,105583,,,Dusan Lajovic,R,183.0,SRB,34.7,6-2 6-1,3,SF,59.0,1.0,4.0,49.0,35.0,24.0,6.0,8.0,0.0,2.0,0.0,1.0,42.0,28.0,13.0,2.0,7.0,1.0,7.0,156.0,108.0
2025-03-24_Girona CH_2025-2855-384,Girona CH,Clay,32,C,20250324,2025-2855-384,105227,,,Marin Cilic,R,198.0,CRO,36.5,207411,,,Jesper De Jong,R,180.0,NED,24.8,6-4 6-4,3,SF,106.0,4.0,1.0,84.0,50.0,35.0,18.0,10.0,11.0,11.0,6.0,1.0,52.0,37.0,29.0,6.0,10.0,0.0,2.0,143.0,105.0
2025-03-24_Girona CH_2025-2855-385,Girona CH,Clay,32,C,20250324,2025-2855-385,105227,,,Marin Cilic,R,198.0,CRO,36.5,209284,,,Elmer Moller,R,183.0,DEN,21.7,6-3 6-4,3,F,103.0,8.0,5.0,76.0,41.0,30.0,20.0,10.0,8.0,8.0,3.0,4.0,70.0,51.0,32.0,10.0,9.0,2.0,4.0,143.0,156.0
2025-03-24_Morelia CH_2025-2991-338,Morelia CH,Hard,32,C,20250324,2025-2991-338,200632,,,Evan Zhu,R,185.0,USA,26.6,202195,,,Maxime Cressy,R,201.0,USA,27.9,6-4 3-6 6-0,3,Q1,117.0,3.0,4.0,78.0,34.0,29.0,24.0,12.0,3.0,4.0,14.0,21.0,88.0,42.0,31.0,20.0,13.0,4.0,8.0,630.0,322.0
2025-03-24_Morelia CH_2025-2991-339,Morelia CH,Hard,32,C,20250324,2025-2991-339,208342,,,Tyler Zink,R,185.0,USA,24.1,208908,,,Rafael De Alba,U,,MEX,,6-3 6-4,3,Q1,73.0,7.0,5.0,60.0,26.0,21.0,19.0,10.0,1.0,3.0,1.0,9.0,58.0,37.0,26.0,4.0,9.0,6.0,10.0,425.0,1335.0
2025-03-24_Morelia CH_2025-2991-340,Morelia CH,Hard,32,C,20250324,2025-2991-340,208854,,,Aidan Mayo,R,183.0,USA,21.9,206573,,,Trey Hilderbrand,R,196.0,USA,24.9,6-1 4-1 RET,3,Q1,45.0,3.0,1.0,28.0,19.0,16.0,8.0,6.0,0.0,0.0,4.0,7.0,50.0,24.0,15.0,8.0,6.0,3.0,7.0,283.0,627.0
2025-03-24_Morelia CH_2025-2991-342,Morelia CH,Hard,32,C,20250324,2025-2991-342,126125,,,Maxime Janvier,R,196.0,FRA,28.4,207657,,,Tristan Mccormick,R,196.0,USA,26.0,6-7(4) 6-3 6-2,3,Q1,138.0,10.0,15.0,100.0,50.0,40.0,23.0,15.0,5.0,7.0,8.0,9.0,100.0,56.0,39.0,19.0,14.0,7.0,12.0,278.0,714.0
2025-03-24_Morelia CH_2025-2991-343,Morelia CH,Hard,32,C,20250324,2025-2991-343,132041,,,Alfredo Perez,R,193.0,USA,27.8,207738,,,Brandon Perez,L,191.0,VEN,25.2,6-0 6-3,3,Q1,60.0,2.0,3.0,34.0,19.0,17.0,11.0,7.0,0.0,0.0,1.0,6.0,53.0,28.0,13.0,10.0,8.0,7.0,12.0,521.0,1040.0
2025-03-24_Morelia CH_2025-2991-344,Morelia CH,Hard,32,C,20250324,2025-2991-344,200748,,,Andres Andrade,R,180.0,ECU,26.3,212286,,,Rodrigo Alujas ,U,,MEX,22.6,6-3 6-3,3,Q1,74.0,4.0,8.0,64.0,30.0,23.0,18.0,9.0,3.0,4.0,2.0,3.0,49.0,28.0,17.0,10.0,9.0,2.0,6.0,254.0,1058.0
2025-03-24_Morelia CH_2025-2991-345,Morelia CH,Hard,32,C,20250324,2025-2991-345,210714,,,Robin Catry,R,196.0,FRA,23.1,208328,,,Max Wiskandt,R,191.0,GER,23.1,4-6 6-4 6-3,3,Q1,118.0,10.0,3.0,93.0,60.0,45.0,14.0,15.0,3.0,5.0,4.0,4.0,79.0,50.0,36.0,19.0,14.0,3.0,6.0,969.0,502.0
2025-03-24_Morelia CH_2025-2991-347,Morelia CH,Hard,32,C,20250324,2025-2991-347,208485,,,Kiranpal Pannu,R,185.0,NZL,28.2,134256,,,Reese Stalder,R,183.0,USA,28.4,6-4 6-3,3,Q1,94.0,2.0,2.0,80.0,53.0,34.0,14.0,10.0,7.0,9.0,5.0,6.0,49.0,23.0,16.0,11.0,9.0,2.0,6.0,514.0,1471.0
2025-03-24_Morelia CH_2025-2991-349,Morelia CH,Hard,32,C,20250324,2025-2991-349,105814,,,Maximilian Neuchrist,R,,AUT,33.7,200632,,,Evan Zhu,R,185.0,USA,26.6,7-5 6-3,3,Q2,91.0,3.0,2.0,64.0,45.0,35.0,9.0,10.0,4.0,5.0,0.0,7.0,69.0,36.0,20.0,19.0,11.0,3.0,7.0,479.0,630.0
2025-03-24_Morelia CH_2025-2991-350,Morelia CH,Hard,32,C,20250324,2025-2991-350,208342,,,Tyler Zink,R,185.0,USA,24.1,208854,,,Aidan Mayo,R,183.0,USA,21.9,6-4 4-6 6-3,3,Q2,115.0,6.0,4.0,108.0,58.0,37.0,30.0,15.0,9.0,12.0,5.0,9.0,77.0,37.0,29.0,19.0,14.0,2.0,6.0,425.0,283.0
2025-03-24_Morelia CH_2025-2991-351,Morelia CH,Hard,32,C,20250324,2025-2991-351,110618,,,Elmar Ejupovic,R,193.0,GER,32.1,126125,,,Maxime Janvier,R,196.0,FRA,28.4,6-4 6-2,3,Q2,69.0,3.0,2.0,50.0,32.0,25.0,14.0,9.0,1.0,1.0,6.0,14.0,59.0,25.0,22.0,13.0,9.0,5.0,8.0,623.0,278.0
2025-03-24_Morelia CH_2025-2991-352,Morelia CH,Hard,32,C,20250324,2025-2991-352,132041,,,Alfredo Perez,R,193.0,USA,27.8,200748,,,Andres Andrade,R,180.0,ECU,26.3,6-3 6-2,3,Q2,65.0,4.0,3.0,47.0,28.0,24.0,8.0,8.0,4.0,5.0,1.0,9.0,61.0,30.0,18.0,11.0,9.0,6.0,11.0,521.0,254.0
2025-03-24_Morelia CH_2025-2991-353,Morelia CH,Hard,32,C,20250324,2025-2991-353,109303,,,Stefano Napolitano,R,196.0,ITA,30.0,210714,,,Robin Catry,R,196.0,FRA,23.1,6-4 4-6 6-2,3,Q2,124.0,5.0,1.0,86.0,53.0,37.0,22.0,14.0,6.0,8.0,11.0,3.0,80.0,48.0,32.0,14.0,14.0,3.0,7.0,251.0,969.0
2025-03-24_Morelia CH_2025-2991-354,Morelia CH,Hard,32,C,20250324,2025-2991-354,208485,,,Kiranpal Pannu,R,185.0,NZL,28.2,126340,,,Viktor Durasovic,R,185.0,NOR,28.0,3-6 7-6(12) 7-6(8),3,Q2,203.0,4.0,12.0,120.0,76.0,52.0,19.0,16.0,4.0,9.0,9.0,11.0,134.0,56.0,39.0,44.0,17.0,5.0,9.0,514.0,248.0
2025-03-24_Morelia CH_2025-2991-355,Morelia CH,Hard,32,C,20250324,2025-2991-355,111153,,,Christopher Eubanks,R,201.0,USA,28.9,106005,,,Constant Lestienne,R,180.0,FRA,32.8,6-4 3-0 RET,3,R32,44.0,3.0,1.0,32.0,20.0,12.0,11.0,6.0,0.0,1.0,4.0,8.0,43.0,15.0,9.0,12.0,7.0,2.0,6.0,104.0,191.0
2025-03-24_Morelia CH_2025-2991-356,Morelia CH,Hard,32,C,20250324,2025-2991-356,126409,,,Hugo Grenier,R,196.0,FRA,29.0,208485,,,Kiranpal Pannu,R,185.0,NZL,28.2,6-4 6-4,3,R32,80.0,7.0,4.0,53.0,23.0,18.0,19.0,10.0,0.0,1.0,0.0,1.0,53.0,40.0,27.0,5.0,10.0,2.0,5.0,204.0,514.0
2025-03-24_Morelia CH_2025-2991-357,Morelia CH,Hard,32,C,20250324,2025-2991-357,210136,,,Mark Lajal,R,191.0,EST,21.9,210202,,,Rodrigo Pacheco Mendez,L,188.0,MEX,19.9,6-1 7-6(6),3,R32,75.0,8.0,3.0,65.0,42.0,35.0,13.0,10.0,2.0,2.0,4.0,6.0,57.0,29.0,23.0,14.0,9.0,1.0,3.0,205.0,229.0
2025-03-24_Morelia CH_2025-2991-358,Morelia CH,Hard,32,C,20250324,2025-2991-358,106071,,,Bernard Tomic,R,196.0,AUS,32.4,208278,,,Shintaro Mochizuki,R,175.0,JPN,21.8,6-1 6-7(3) 6-4,3,R32,124.0,9.0,0.0,102.0,54.0,41.0,24.0,15.0,10.0,12.0,2.0,9.0,108.0,56.0,39.0,22.0,14.0,8.0,13.0,219.0,155.0
2025-03-24_Morelia CH_2025-2991-359,Morelia CH,Hard,32,C,20250324,2025-2991-359,202058,,,Thiago Agustin Tirante,R,185.0,ARG,24.0,105814,,,Maximilian Neuchrist,R,,AUT,33.7,7-6(7) 6-4,3,R32,96.0,14.0,3.0,60.0,43.0,38.0,11.0,11.0,0.0,0.0,2.0,3.0,82.0,56.0,39.0,13.0,11.0,3.0,4.0,117.0,479.0
2025-03-24_Morelia CH_2025-2991-360,Morelia CH,Hard,32,C,20250324,2025-2991-360,209326,,,Murphy Cassone,R,188.0,USA,22.6,110618,,,Elmar Ejupovic,R,193.0,GER,32.1,4-6 6-3 6-2,3,R32,113.0,10.0,8.0,72.0,51.0,42.0,10.0,14.0,3.0,5.0,13.0,4.0,91.0,60.0,41.0,11.0,13.0,7.0,11.0,223.0,623.0
2025-03-24_Morelia CH_2025-2991-361,Morelia CH,Hard,32,C,20250324,2025-2991-361,122078,,,Dmitry Popko,R,191.0,KAZ,28.4,209279,,,Terence Atmane,L,193.0,FRA,23.2,7-6(6) 6-7(4) 6-3,3,R32,148.0,8.0,7.0,107.0,59.0,48.0,29.0,16.0,3.0,3.0,11.0,13.0,121.0,59.0,49.0,31.0,17.0,6.0,8.0,245.0,180.0
2025-03-24_Morelia CH_2025-2991-362,Morelia CH,Hard,32,C,20250324,2025-2991-362,105173,,,Adrian Mannarino,L,180.0,FRA,36.7,109303,,,Stefano Napolitano,R,196.0,ITA,30.0,6-3 6-2,3,R32,79.0,2.0,0.0,56.0,37.0,27.0,11.0,9.0,6.0,7.0,5.0,0.0,57.0,34.0,19.0,9.0,8.0,5.0,9.0,145.0,251.0
2025-03-24_Morelia CH_2025-2991-363,Morelia CH,Hard,32,C,20250324,2025-2991-363,200335,,,Felipe Meligeni Alves,R,185.0,BRA,27.1,200008,,,Alexis Galarneau,R,180.0,CAN,26.1,4-6 7-6(4) 6-4,3,R32,124.0,6.0,3.0,94.0,59.0,47.0,20.0,16.0,6.0,8.0,8.0,7.0,103.0,58.0,47.0,22.0,16.0,8.0,10.0,176.0,159.0
2025-03-24_Morelia CH_2025-2991-364,Morelia CH,Hard,32,C,20250324,2025-2991-364,202320,,,Beibit Zhukayev,R,198.0,KAZ,24.4,200514,,,Jurij Rodionov,L,191.0,AUT,25.9,6-1 6-3,3,R32,54.0,8.0,2.0,39.0,25.0,24.0,9.0,8.0,0.0,0.0,3.0,6.0,52.0,24.0,16.0,12.0,8.0,5.0,9.0,215.0,197.0
2025-03-24_Morelia CH_2025-2991-365,Morelia CH,Hard,32,C,20250324,2025-2991-365,208389,,,James Trotter,R,183.0,JPN,25.7,210317,,,James Mccabe,R,188.0,AUS,21.7,6-7(9) 7-6(1) 7-6(3),3,R32,184.0,7.0,10.0,133.0,78.0,62.0,29.0,18.0,2.0,6.0,15.0,5.0,129.0,74.0,53.0,31.0,18.0,8.0,12.0,181.0,184.0
2025-03-24_Morelia CH_2025-2991-366,Morelia CH,Hard,32,C,20250324,2025-2991-366,144817,,,Marc Andrea Huesler,L,196.0,SUI,28.7,200587,,,Brandon Holt,R,185.0,USA,27.0,6-4 6-1,3,R32,58.0,10.0,1.0,45.0,30.0,25.0,9.0,8.0,2.0,2.0,1.0,4.0,53.0,28.0,18.0,10.0,9.0,1.0,5.0,172.0,116.0
2025-03-24_Morelia CH_2025-2991-367,Morelia CH,Hard,32,C,20250324,2025-2991-367,126663,,,Juan Pablo Ficovich,R,191.0,ARG,28.2,208260,,,Zachary Svajda,R,175.0,USA,22.3,6-4 6-3,3,R32,81.0,6.0,2.0,65.0,40.0,30.0,13.0,9.0,6.0,6.0,5.0,3.0,69.0,29.0,23.0,17.0,10.0,4.0,7.0,162.0,203.0
2025-03-24_Morelia CH_2025-2991-368,Morelia CH,Hard,32,C,20250324,2025-2991-368,207834,,,Juan Alejandro Hernandez Serrano,R,175.0,MEX,25.8,200711,,,Nicolas Mejia,R,183.0,COL,25.1,6-4 3-6 6-4,3,R32,166.0,4.0,3.0,105.0,68.0,43.0,20.0,14.0,4.0,7.0,7.0,3.0,99.0,50.0,33.0,26.0,15.0,7.0,11.0,595.0,190.0
2025-03-24_Morelia CH_2025-2991-369,Morelia CH,Hard,32,C,20250324,2025-2991-369,208342,,,Tyler Zink,R,185.0,USA,24.1,132041,,,Alfredo Perez,R,193.0,USA,27.8,6-4 7-6(3),3,R32,83.0,4.0,6.0,77.0,42.0,38.0,14.0,11.0,5.0,6.0,4.0,3.0,63.0,31.0,25.0,18.0,11.0,0.0,2.0,425.0,521.0
2025-03-24_Morelia CH_2025-2991-370,Morelia CH,Hard,32,C,20250324,2025-2991-370,105902,,,James Duckworth,R,183.0,AUS,33.2,200214,,,Alan Fernando Rubio Fierros,R,175.0,MEX,26.1,6-1 6-3,3,R32,71.0,5.0,1.0,47.0,22.0,16.0,13.0,8.0,2.0,4.0,0.0,2.0,72.0,49.0,25.0,6.0,8.0,7.0,13.0,95.0,757.0
2025-03-24_Morelia CH_2025-2991-371,Morelia CH,Hard,32,C,20250324,2025-2991-371,126409,,,Hugo Grenier,R,196.0,FRA,29.0,111153,,,Christopher Eubanks,R,201.0,USA,28.9,6-4 6-4,3,R16,76.0,6.0,4.0,61.0,29.0,21.0,24.0,10.0,2.0,2.0,11.0,5.0,61.0,40.0,33.0,7.0,10.0,2.0,4.0,204.0,104.0
2025-03-24_Morelia CH_2025-2991-372,Morelia CH,Hard,32,C,20250324,2025-2991-372,106071,,,Bernard Tomic,R,196.0,AUS,32.4,210136,,,Mark Lajal,R,191.0,EST,21.9,6-2 3-6 7-6(6),3,R16,119.0,1.0,3.0,86.0,57.0,43.0,18.0,14.0,2.0,4.0,6.0,5.0,96.0,62.0,42.0,18.0,15.0,3.0,6.0,219.0,205.0
2025-03-24_Morelia CH_2025-2991-373,Morelia CH,Hard,32,C,20250324,2025-2991-373,202058,,,Thiago Agustin Tirante,R,185.0,ARG,24.0,209326,,,Murphy Cassone,R,188.0,USA,22.6,6-3 6-7(4) 6-3,3,R16,130.0,10.0,5.0,104.0,52.0,42.0,32.0,16.0,4.0,4.0,9.0,9.0,86.0,55.0,45.0,15.0,14.0,6.0,8.0,117.0,223.0
2025-03-24_Morelia CH_2025-2991-374,Morelia CH,Hard,32,C,20250324,2025-2991-374,122078,,,Dmitry Popko,R,191.0,KAZ,28.4,105173,,,Adrian Mannarino,L,180.0,FRA,36.7,6-2 6-3,3,R16,71.0,3.0,2.0,58.0,31.0,27.0,13.0,9.0,1.0,1.0,2.0,2.0,46.0,27.0,20.0,7.0,8.0,1.0,4.0,245.0,145.0
2025-03-24_Morelia CH_2025-2991-375,Morelia CH,Hard,32,C,20250324,2025-2991-375,202320,,,Beibit Zhukayev,R,198.0,KAZ,24.4,200335,,,Felipe Meligeni Alves,R,185.0,BRA,27.1,7-6(5) 6-4,3,R16,114.0,13.0,3.0,82.0,39.0,32.0,22.0,11.0,4.0,4.0,6.0,3.0,71.0,36.0,30.0,19.0,11.0,2.0,3.0,215.0,176.0
2025-03-24_Morelia CH_2025-2991-376,Morelia CH,Hard,32,C,20250324,2025-2991-376,144817,,,Marc Andrea Huesler,L,196.0,SUI,28.7,208389,,,James Trotter,R,183.0,JPN,25.7,6-4 6-4,3,R16,92.0,6.0,7.0,57.0,33.0,28.0,15.0,10.0,3.0,3.0,6.0,6.0,81.0,50.0,34.0,14.0,10.0,10.0,12.0,172.0,181.0
